"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","216","Test delete not exist advertisement v2","tests.advertisements","Sun Mar 22 18:22:47 UTC 2026","skipped","Sun Mar 22 18:22:48 UTC 2026","TestNegativeAdvertisementsV2","test_negative_advertisements","",""
"","210","Test get statistic v2","tests.advertisements","Sun Mar 22 18:22:51 UTC 2026","passed","Sun Mar 22 18:22:51 UTC 2026","TestStatisticsV2","test_statistics","",""
"","395","Test idempotence get advertisement v1","tests.advertisements","Sun Mar 22 18:22:49 UTC 2026","passed","Sun Mar 22 18:22:49 UTC 2026","TestPositiveAdvertisementsV1","test_positive_advertisements","",""
"","424","Test delete advertisement v2","tests.advertisements","Sun Mar 22 18:22:49 UTC 2026","passed","Sun Mar 22 18:22:49 UTC 2026","TestPositiveAdvertisementsV2","test_positive_advertisements","",""
"","417","Test idempotence get advertisements v1","tests.advertisements","Sun Mar 22 18:22:51 UTC 2026","passed","Sun Mar 22 18:22:51 UTC 2026","TestPositiveAdvertisementsV1","test_positive_advertisements","",""
"","1193","Test create, get all advertisements and delete advertisement v1","tests.advertisements","Sun Mar 22 18:22:50 UTC 2026","passed","Sun Mar 22 18:22:51 UTC 2026","TestPositiveAdvertisementsV1","test_positive_advertisements","",""
"","244","Test get advertisements v1 with incorrect seller id","tests.advertisements","Sun Mar 22 18:22:48 UTC 2026","passed","Sun Mar 22 18:22:48 UTC 2026","TestNegativeAdvertisementsV1","test_negative_advertisements","",""
"","403","Test idempotence get statistic v2","tests.advertisements","Sun Mar 22 18:22:52 UTC 2026","passed","Sun Mar 22 18:22:52 UTC 2026","TestStatisticsV2","test_statistics","",""
"","204","Test create advertisement v1 with incorrect fields","tests.advertisements","Sun Mar 22 18:22:45 UTC 2026","skipped","Sun Mar 22 18:22:45 UTC 2026","TestNegativeAdvertisementsV1","test_negative_advertisements","",""
"","428","Test get statistic v2 after delete advertisement","tests.advertisements","Sun Mar 22 18:22:52 UTC 2026","skipped","Sun Mar 22 18:22:53 UTC 2026","TestStatisticsV2","test_statistics","",""
"","776","Test create advertisement v1 with incorrect fields","tests.advertisements","Sun Mar 22 18:22:44 UTC 2026","skipped","Sun Mar 22 18:22:45 UTC 2026","TestNegativeAdvertisementsV1","test_negative_advertisements","",""
"","866","Test create advertisement v1 with null fields","tests.advertisements","Sun Mar 22 18:22:42 UTC 2026","passed","Sun Mar 22 18:22:42 UTC 2026","TestNegativeAdvertisementsV1","test_negative_advertisements","",""
"","867","Test create advertisement v1 with incorrect fields","tests.advertisements","Sun Mar 22 18:22:43 UTC 2026","skipped","Sun Mar 22 18:22:44 UTC 2026","TestNegativeAdvertisementsV1","test_negative_advertisements","",""
"","922","Test create advertisement v1 with incorrect fields","tests.advertisements","Sun Mar 22 18:22:45 UTC 2026","skipped","Sun Mar 22 18:22:46 UTC 2026","TestNegativeAdvertisementsV1","test_negative_advertisements","",""
"","201","Test create advertisement v1 with incorrect fields","tests.advertisements","Sun Mar 22 18:22:45 UTC 2026","skipped","Sun Mar 22 18:22:45 UTC 2026","TestNegativeAdvertisementsV1","test_negative_advertisements","",""
"","882","Test create advertisement v1 with null fields","tests.advertisements","Sun Mar 22 18:22:40 UTC 2026","passed","Sun Mar 22 18:22:41 UTC 2026","TestNegativeAdvertisementsV1","test_negative_advertisements","",""
"","774","Test create advertisement v1 with null fields","tests.advertisements","Sun Mar 22 18:22:43 UTC 2026","passed","Sun Mar 22 18:22:43 UTC 2026","TestNegativeAdvertisementsV1","test_negative_advertisements","",""
"","206","Test get statistic v2 with incorrect advertisement_id","tests.advertisements","Sun Mar 22 18:22:53 UTC 2026","skipped","Sun Mar 22 18:22:53 UTC 2026","TestStatisticsV2","test_statistics","",""
"","215","Test get non exist statistic v1","tests.advertisements","Sun Mar 22 18:22:51 UTC 2026","passed","Sun Mar 22 18:22:51 UTC 2026","TestStatisticsV1","test_statistics","",""
"","237","Test get non exist statistic v2","tests.advertisements","Sun Mar 22 18:22:53 UTC 2026","passed","Sun Mar 22 18:22:53 UTC 2026","TestStatisticsV2","test_statistics","",""
"","826","Test create advertisement v1 with incorrect fields","tests.advertisements","Sun Mar 22 18:22:43 UTC 2026","skipped","Sun Mar 22 18:22:44 UTC 2026","TestNegativeAdvertisementsV1","test_negative_advertisements","",""
"","859","Test create advertisement v1 with null fields","tests.advertisements","Sun Mar 22 18:22:40 UTC 2026","passed","Sun Mar 22 18:22:41 UTC 2026","TestNegativeAdvertisementsV1","test_negative_advertisements","",""
"","208","Test create advertisement v1 with incorrect fields","tests.advertisements","Sun Mar 22 18:22:45 UTC 2026","skipped","Sun Mar 22 18:22:45 UTC 2026","TestNegativeAdvertisementsV1","test_negative_advertisements","",""
"","870","Test create advertisement v1 with null fields","tests.advertisements","Sun Mar 22 18:22:41 UTC 2026","passed","Sun Mar 22 18:22:42 UTC 2026","TestNegativeAdvertisementsV1","test_negative_advertisements","",""
"","313","Test create advertisement v1 with empty fields","tests.advertisements","Sun Mar 22 18:22:42 UTC 2026","skipped","Sun Mar 22 18:22:43 UTC 2026","TestNegativeAdvertisementsV1","test_negative_advertisements","",""
"","764","Test create advertisement v1 with incorrect fields","tests.advertisements","Sun Mar 22 18:22:44 UTC 2026","skipped","Sun Mar 22 18:22:45 UTC 2026","TestNegativeAdvertisementsV1","test_negative_advertisements","",""
"","211","Test create advertisement v1 with incorrect fields","tests.advertisements","Sun Mar 22 18:22:46 UTC 2026","skipped","Sun Mar 22 18:22:47 UTC 2026","TestNegativeAdvertisementsV1","test_negative_advertisements","",""
"","204","Test create advertisement v1 with incorrect fields","tests.advertisements","Sun Mar 22 18:22:45 UTC 2026","skipped","Sun Mar 22 18:22:45 UTC 2026","TestNegativeAdvertisementsV1","test_negative_advertisements","",""
"","234","Test create advertisement v1 with incorrect fields","tests.advertisements","Sun Mar 22 18:22:44 UTC 2026","skipped","Sun Mar 22 18:22:45 UTC 2026","TestNegativeAdvertisementsV1","test_negative_advertisements","",""
"","771","Test create advertisement v1 with incorrect fields","tests.advertisements","Sun Mar 22 18:22:43 UTC 2026","skipped","Sun Mar 22 18:22:44 UTC 2026","TestNegativeAdvertisementsV1","test_negative_advertisements","",""
"","796","Test create advertisement v1 with incorrect fields","tests.advertisements","Sun Mar 22 18:22:43 UTC 2026","skipped","Sun Mar 22 18:22:43 UTC 2026","TestNegativeAdvertisementsV1","test_negative_advertisements","",""
"","855","Test create advertisement v1 with empty fields","tests.advertisements","Sun Mar 22 18:22:43 UTC 2026","skipped","Sun Mar 22 18:22:43 UTC 2026","TestNegativeAdvertisementsV1","test_negative_advertisements","",""
"","211","Test get advertisement v1","tests.advertisements","Sun Mar 22 18:22:49 UTC 2026","passed","Sun Mar 22 18:22:49 UTC 2026","TestPositiveAdvertisementsV1","test_positive_advertisements","",""
"","787","Test create advertisement v1 with negative int fields","tests.advertisements","Sun Mar 22 18:22:46 UTC 2026","skipped","Sun Mar 22 18:22:47 UTC 2026","TestNegativeAdvertisementsV1","test_negative_advertisements","",""
"","856","Test create advertisement v1 with incorrect fields","tests.advertisements","Sun Mar 22 18:22:40 UTC 2026","skipped","Sun Mar 22 18:22:41 UTC 2026","TestNegativeAdvertisementsV1","test_negative_advertisements","",""
"","207","Test create advertisement v1 with incorrect fields","tests.advertisements","Sun Mar 22 18:22:45 UTC 2026","skipped","Sun Mar 22 18:22:45 UTC 2026","TestNegativeAdvertisementsV1","test_negative_advertisements","",""
"","769","Test create advertisement v1 with empty fields","tests.advertisements","Sun Mar 22 18:22:41 UTC 2026","skipped","Sun Mar 22 18:22:42 UTC 2026","TestNegativeAdvertisementsV1","test_negative_advertisements","",""
"","216","Test create advertisement v1 with negative int fields","tests.advertisements","Sun Mar 22 18:22:47 UTC 2026","skipped","Sun Mar 22 18:22:47 UTC 2026","TestNegativeAdvertisementsV1","test_negative_advertisements","",""
"","204","Test create advertisement v1 with incorrect fields","tests.advertisements","Sun Mar 22 18:22:46 UTC 2026","skipped","Sun Mar 22 18:22:46 UTC 2026","TestNegativeAdvertisementsV1","test_negative_advertisements","",""
"","631","Test idempotence delete advertisement v2","tests.advertisements","Sun Mar 22 18:22:50 UTC 2026","passed","Sun Mar 22 18:22:50 UTC 2026","TestPositiveAdvertisementsV2","test_positive_advertisements","",""
"","412","Test get statistic v1 after delete advertisement","tests.advertisements","Sun Mar 22 18:22:52 UTC 2026","skipped","Sun Mar 22 18:22:52 UTC 2026","TestStatisticsV1","test_statistics","",""
"","769","Test create advertisement v1 with incorrect fields","tests.advertisements","Sun Mar 22 18:22:46 UTC 2026","skipped","Sun Mar 22 18:22:47 UTC 2026","TestNegativeAdvertisementsV1","test_negative_advertisements","",""
"","206","Test get non exist advertisement v1","tests.advertisements","Sun Mar 22 18:22:47 UTC 2026","passed","Sun Mar 22 18:22:48 UTC 2026","TestNegativeAdvertisementsV1","test_negative_advertisements","",""
"","862","Test create advertisement v1 with incorrect fields","tests.advertisements","Sun Mar 22 18:22:47 UTC 2026","skipped","Sun Mar 22 18:22:47 UTC 2026","TestNegativeAdvertisementsV1","test_negative_advertisements","",""
"","217","Test create advertisement v1 with negative int fields","tests.advertisements","Sun Mar 22 18:22:46 UTC 2026","skipped","Sun Mar 22 18:22:46 UTC 2026","TestNegativeAdvertisementsV1","test_negative_advertisements","",""
"","852","Test create advertisement v1 with empty fields","tests.advertisements","Sun Mar 22 18:22:42 UTC 2026","skipped","Sun Mar 22 18:22:42 UTC 2026","TestNegativeAdvertisementsV1","test_negative_advertisements","",""
"","852","Test create advertisement v1 with incorrect fields","tests.advertisements","Sun Mar 22 18:22:45 UTC 2026","skipped","Sun Mar 22 18:22:46 UTC 2026","TestNegativeAdvertisementsV1","test_negative_advertisements","",""
"","777","Test get statistic v1","tests.advertisements","Sun Mar 22 18:22:50 UTC 2026","passed","Sun Mar 22 18:22:51 UTC 2026","TestStatisticsV1","test_statistics","",""
"","203","Test create advertisement v1 with negative int fields","tests.advertisements","Sun Mar 22 18:22:47 UTC 2026","skipped","Sun Mar 22 18:22:47 UTC 2026","TestNegativeAdvertisementsV1","test_negative_advertisements","",""
"","862","Test create advertisement v1 with incorrect fields","tests.advertisements","Sun Mar 22 18:22:42 UTC 2026","skipped","Sun Mar 22 18:22:42 UTC 2026","TestNegativeAdvertisementsV1","test_negative_advertisements","",""
"","213","Test delete advertisement v2 with incorrect id","tests.advertisements","Sun Mar 22 18:22:47 UTC 2026","passed","Sun Mar 22 18:22:48 UTC 2026","TestNegativeAdvertisementsV2","test_negative_advertisements","",""
"","241","Test get advertisements v1","tests.advertisements","Sun Mar 22 18:22:49 UTC 2026","passed","Sun Mar 22 18:22:49 UTC 2026","TestPositiveAdvertisementsV1","test_positive_advertisements","",""
"","769","Test create advertisement v1 with incorrect fields","tests.advertisements","Sun Mar 22 18:22:47 UTC 2026","skipped","Sun Mar 22 18:22:48 UTC 2026","TestNegativeAdvertisementsV1","test_negative_advertisements","",""
"","208","Test create advertisement v1 with incorrect fields","tests.advertisements","Sun Mar 22 18:22:47 UTC 2026","skipped","Sun Mar 22 18:22:47 UTC 2026","TestNegativeAdvertisementsV1","test_negative_advertisements","",""
"","861","Test create advertisement v1 with incorrect fields","tests.advertisements","Sun Mar 22 18:22:46 UTC 2026","skipped","Sun Mar 22 18:22:47 UTC 2026","TestNegativeAdvertisementsV1","test_negative_advertisements","",""
"","867","Test create advertisement v1 with incorrect fields","tests.advertisements","Sun Mar 22 18:22:44 UTC 2026","skipped","Sun Mar 22 18:22:45 UTC 2026","TestNegativeAdvertisementsV1","test_negative_advertisements","",""
"","212","Test get statistic v1 with incorrect advertisement_id","tests.advertisements","Sun Mar 22 18:22:52 UTC 2026","passed","Sun Mar 22 18:22:52 UTC 2026","TestStatisticsV1","test_statistics","",""
"","773","Test create advertisement v1 with incorrect fields","tests.advertisements","Sun Mar 22 18:22:45 UTC 2026","skipped","Sun Mar 22 18:22:46 UTC 2026","TestNegativeAdvertisementsV1","test_negative_advertisements","",""
"","288","Test create advertisement v1 with incorrect fields","tests.advertisements","Sun Mar 22 18:22:43 UTC 2026","skipped","Sun Mar 22 18:22:44 UTC 2026","TestNegativeAdvertisementsV1","test_negative_advertisements","",""
"","778","Test create advertisement v1 with incorrect fields","tests.advertisements","Sun Mar 22 18:22:41 UTC 2026","skipped","Sun Mar 22 18:22:42 UTC 2026","TestNegativeAdvertisementsV1","test_negative_advertisements","",""
"","614","Test create, get and delete advertisement v1","tests.advertisements","Sun Mar 22 18:22:48 UTC 2026","passed","Sun Mar 22 18:22:49 UTC 2026","TestPositiveAdvertisementsV1","test_positive_advertisements","",""
"","609","Test create advertisement v1","tests.advertisements","Sun Mar 22 18:22:48 UTC 2026","passed","Sun Mar 22 18:22:48 UTC 2026","TestPositiveAdvertisementsV1","test_positive_advertisements","",""
"","868","Test create advertisement v1 with empty fields","tests.advertisements","Sun Mar 22 18:22:40 UTC 2026","skipped","Sun Mar 22 18:22:41 UTC 2026","TestNegativeAdvertisementsV1","test_negative_advertisements","",""
"","767","Test create advertisement v1 with incorrect fields","tests.advertisements","Sun Mar 22 18:22:46 UTC 2026","skipped","Sun Mar 22 18:22:46 UTC 2026","TestNegativeAdvertisementsV1","test_negative_advertisements","",""
"","399","Test idempotence get statistic v1","tests.advertisements","Sun Mar 22 18:22:53 UTC 2026","passed","Sun Mar 22 18:22:53 UTC 2026","TestStatisticsV1","test_statistics","",""
"","840","Test create advertisement v1 with null fields","tests.advertisements","Sun Mar 22 18:22:41 UTC 2026","passed","Sun Mar 22 18:22:42 UTC 2026","TestNegativeAdvertisementsV1","test_negative_advertisements","",""
"","771","Test create advertisement v1 with empty fields","tests.advertisements","Sun Mar 22 18:22:42 UTC 2026","skipped","Sun Mar 22 18:22:42 UTC 2026","TestNegativeAdvertisementsV1","test_negative_advertisements","",""
"","219","Test get advertisements v1 with non exist seller id","tests.advertisements","Sun Mar 22 18:22:47 UTC 2026","passed","Sun Mar 22 18:22:47 UTC 2026","TestNegativeAdvertisementsV1","test_negative_advertisements","",""
"","245","Test create advertisement v1 with incorrect fields","tests.advertisements","Sun Mar 22 18:22:46 UTC 2026","skipped","Sun Mar 22 18:22:46 UTC 2026","TestNegativeAdvertisementsV1","test_negative_advertisements","",""
"","203","Test create advertisement v1 with negative int fields","tests.advertisements","Sun Mar 22 18:22:47 UTC 2026","skipped","Sun Mar 22 18:22:47 UTC 2026","TestNegativeAdvertisementsV1","test_negative_advertisements","",""
"","286","Test create advertisement v1 with incorrect fields","tests.advertisements","Sun Mar 22 18:22:43 UTC 2026","skipped","Sun Mar 22 18:22:43 UTC 2026","TestNegativeAdvertisementsV1","test_negative_advertisements","",""
