"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","330","Test create advertisement v1 with incorrect fields","tests.advertisements","Sun Mar 22 18:52:51 UTC 2026","skipped","Sun Mar 22 18:52:52 UTC 2026","TestNegativeAdvertisementsV1","test_negative_advertisements","",""
"","587","Test create advertisement v1 with incorrect fields","tests.advertisements","Sun Mar 22 18:52:54 UTC 2026","skipped","Sun Mar 22 18:52:54 UTC 2026","TestNegativeAdvertisementsV1","test_negative_advertisements","",""
"","643","Test create advertisement v1 with null fields","tests.advertisements","Sun Mar 22 18:52:50 UTC 2026","passed","Sun Mar 22 18:52:51 UTC 2026","TestNegativeAdvertisementsV1","test_negative_advertisements","",""
"","303","Test idempotence get advertisement v1","tests.advertisements","Sun Mar 22 18:52:55 UTC 2026","passed","Sun Mar 22 18:52:56 UTC 2026","TestPositiveAdvertisementsV1","test_positive_advertisements","",""
"","195","Test get advertisements v1 with incorrect seller id","tests.advertisements","Sun Mar 22 18:52:55 UTC 2026","passed","Sun Mar 22 18:52:55 UTC 2026","TestNegativeAdvertisementsV1","test_negative_advertisements","",""
"","419","Test idempotence get statistic v1","tests.advertisements","Sun Mar 22 18:52:57 UTC 2026","passed","Sun Mar 22 18:52:57 UTC 2026","TestStatisticsV1","test_statistics","",""
"","677","Test create advertisement v1 with incorrect fields","tests.advertisements","Sun Mar 22 18:52:53 UTC 2026","skipped","Sun Mar 22 18:52:54 UTC 2026","TestNegativeAdvertisementsV1","test_negative_advertisements","",""
"","602","Test create advertisement v1 with null fields","tests.advertisements","Sun Mar 22 18:52:49 UTC 2026","passed","Sun Mar 22 18:52:50 UTC 2026","TestNegativeAdvertisementsV1","test_negative_advertisements","",""
"","194","Test create advertisement v1 with incorrect fields","tests.advertisements","Sun Mar 22 18:52:54 UTC 2026","skipped","Sun Mar 22 18:52:54 UTC 2026","TestNegativeAdvertisementsV1","test_negative_advertisements","",""
"","626","Test create advertisement v1 with incorrect fields","tests.advertisements","Sun Mar 22 18:52:53 UTC 2026","skipped","Sun Mar 22 18:52:53 UTC 2026","TestNegativeAdvertisementsV1","test_negative_advertisements","",""
"","613","Test create advertisement v1 with incorrect fields","tests.advertisements","Sun Mar 22 18:52:52 UTC 2026","skipped","Sun Mar 22 18:52:52 UTC 2026","TestNegativeAdvertisementsV1","test_negative_advertisements","",""
"","622","Test create, get all advertisements and delete advertisement v1","tests.advertisements","Sun Mar 22 18:52:56 UTC 2026","passed","Sun Mar 22 18:52:57 UTC 2026","TestPositiveAdvertisementsV1","test_positive_advertisements","",""
"","660","Test create advertisement v1 with incorrect fields","tests.advertisements","Sun Mar 22 18:52:50 UTC 2026","skipped","Sun Mar 22 18:52:51 UTC 2026","TestNegativeAdvertisementsV1","test_negative_advertisements","",""
"","199","Test create advertisement v1 with negative int fields","tests.advertisements","Sun Mar 22 18:52:54 UTC 2026","skipped","Sun Mar 22 18:52:55 UTC 2026","TestNegativeAdvertisementsV1","test_negative_advertisements","",""
"","420","Test create advertisement v1 with incorrect fields","tests.advertisements","Sun Mar 22 18:52:53 UTC 2026","skipped","Sun Mar 22 18:52:54 UTC 2026","TestNegativeAdvertisementsV1","test_negative_advertisements","",""
"","953","Test create, get and delete advertisement v1","tests.advertisements","Sun Mar 22 18:52:56 UTC 2026","passed","Sun Mar 22 18:52:57 UTC 2026","TestPositiveAdvertisementsV1","test_positive_advertisements","",""
"","197","Test create advertisement v1 with incorrect fields","tests.advertisements","Sun Mar 22 18:52:54 UTC 2026","skipped","Sun Mar 22 18:52:54 UTC 2026","TestNegativeAdvertisementsV1","test_negative_advertisements","",""
"","652","Test create advertisement v1 with null fields","tests.advertisements","Sun Mar 22 18:52:49 UTC 2026","passed","Sun Mar 22 18:52:50 UTC 2026","TestNegativeAdvertisementsV1","test_negative_advertisements","",""
"","741","Test create advertisement v1 with null fields","tests.advertisements","Sun Mar 22 18:52:48 UTC 2026","passed","Sun Mar 22 18:52:49 UTC 2026","TestNegativeAdvertisementsV1","test_negative_advertisements","",""
