"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1019","Test create advertisement v1 with minimal positive int fields","tests.advertisements","Mon Mar 23 19:32:52 UTC 2026","passed","Mon Mar 23 19:32:53 UTC 2026","TestPositiveAdvertisementsV1","test_positive_advertisements","",""
"","207","Test get non exist statistic v2","tests.advertisements","Mon Mar 23 19:32:58 UTC 2026","passed","Mon Mar 23 19:32:58 UTC 2026","TestStatisticsV2","test_statistics","",""
"","219","Test get advertisements v1 with non exist seller id","tests.advertisements","Mon Mar 23 19:32:51 UTC 2026","passed","Mon Mar 23 19:32:51 UTC 2026","TestNegativeAdvertisementsV1","test_negative_advertisements","",""
"","1161","Test create advertisement v1 with minimal positive int fields","tests.advertisements","Mon Mar 23 19:32:51 UTC 2026","passed","Mon Mar 23 19:32:52 UTC 2026","TestPositiveAdvertisementsV1","test_positive_advertisements","",""
"","288","Test create advertisement v1 with incorrect fields","tests.advertisements","Mon Mar 23 19:32:49 UTC 2026","skipped","Mon Mar 23 19:32:49 UTC 2026","TestNegativeAdvertisementsV1","test_negative_advertisements","",""
"","217","Test get statistic v1 with incorrect advertisement_id","tests.advertisements","Mon Mar 23 19:32:55 UTC 2026","passed","Mon Mar 23 19:32:56 UTC 2026","TestStatisticsV1","test_statistics","",""
"","275","Test create advertisement v1 with incorrect fields","tests.advertisements","Mon Mar 23 19:32:49 UTC 2026","skipped","Mon Mar 23 19:32:49 UTC 2026","TestNegativeAdvertisementsV1","test_negative_advertisements","",""
"","298","Test delete advertisement v2 with incorrect id","tests.advertisements","Mon Mar 23 19:32:51 UTC 2026","passed","Mon Mar 23 19:32:51 UTC 2026","TestNegativeAdvertisementsV2","test_negative_advertisements","",""
"","211","Test create advertisement v1 with negative int fields","tests.advertisements","Mon Mar 23 19:32:50 UTC 2026","skipped","Mon Mar 23 19:32:50 UTC 2026","TestNegativeAdvertisementsV1","test_negative_advertisements","",""
"","497","Test get non exist advertisement v1","tests.advertisements","Mon Mar 23 19:32:50 UTC 2026","passed","Mon Mar 23 19:32:51 UTC 2026","TestNegativeAdvertisementsV1","test_negative_advertisements","",""
"","281","Test create advertisement v1 with incorrect fields","tests.advertisements","Mon Mar 23 19:32:46 UTC 2026","skipped","Mon Mar 23 19:32:46 UTC 2026","TestNegativeAdvertisementsV1","test_negative_advertisements","",""
"","790","Test create advertisement v1 with incorrect fields","tests.advertisements","Mon Mar 23 19:32:44 UTC 2026","skipped","Mon Mar 23 19:32:45 UTC 2026","TestNegativeAdvertisementsV1","test_negative_advertisements","",""
"","223","Test get advertisement v1 with incorrect id","tests.advertisements","Mon Mar 23 19:32:51 UTC 2026","passed","Mon Mar 23 19:32:51 UTC 2026","TestNegativeAdvertisementsV1","test_negative_advertisements","",""
"","835","Test create advertisement v1 with empty fields","tests.advertisements","Mon Mar 23 19:32:45 UTC 2026","skipped","Mon Mar 23 19:32:46 UTC 2026","TestNegativeAdvertisementsV1","test_negative_advertisements","",""
"","223","Test create advertisement v1 with zero statistics fields","tests.advertisements","Mon Mar 23 19:32:51 UTC 2026","skipped","Mon Mar 23 19:32:51 UTC 2026","TestNegativeAdvertisementsV1","test_negative_advertisements","",""
"","798","Test get advertisements v1 with incorrect seller id","tests.advertisements","Mon Mar 23 19:32:51 UTC 2026","passed","Mon Mar 23 19:32:52 UTC 2026","TestNegativeAdvertisementsV1","test_negative_advertisements","",""
"","282","Test create advertisement v1 with incorrect fields","tests.advertisements","Mon Mar 23 19:32:49 UTC 2026","skipped","Mon Mar 23 19:32:49 UTC 2026","TestNegativeAdvertisementsV1","test_negative_advertisements","",""
"","753","Test create advertisement v1 with incorrect fields","tests.advertisements","Mon Mar 23 19:32:48 UTC 2026","skipped","Mon Mar 23 19:32:48 UTC 2026","TestNegativeAdvertisementsV1","test_negative_advertisements","",""
"","271","Test create advertisement v1 with negative int fields","tests.advertisements","Mon Mar 23 19:32:51 UTC 2026","skipped","Mon Mar 23 19:32:51 UTC 2026","TestNegativeAdvertisementsV1","test_negative_advertisements","",""
"","857","Test create advertisement v1 with incorrect fields","tests.advertisements","Mon Mar 23 19:32:48 UTC 2026","skipped","Mon Mar 23 19:32:49 UTC 2026","TestNegativeAdvertisementsV1","test_negative_advertisements","",""
"","857","Test create advertisement v1 with empty fields","tests.advertisements","Mon Mar 23 19:32:43 UTC 2026","skipped","Mon Mar 23 19:32:44 UTC 2026","TestNegativeAdvertisementsV1","test_negative_advertisements","",""
"","1019","Test idempotence get advertisements v1","tests.advertisements","Mon Mar 23 19:32:54 UTC 2026","passed","Mon Mar 23 19:32:55 UTC 2026","TestPositiveAdvertisementsV1","test_positive_advertisements","",""
"","632","Test create advertisement v1","tests.advertisements","Mon Mar 23 19:32:51 UTC 2026","passed","Mon Mar 23 19:32:52 UTC 2026","TestPositiveAdvertisementsV1","test_positive_advertisements","",""
"","822","Test create advertisement v1 with incorrect fields","tests.advertisements","Mon Mar 23 19:32:46 UTC 2026","skipped","Mon Mar 23 19:32:47 UTC 2026","TestNegativeAdvertisementsV1","test_negative_advertisements","",""
"","619","Test create, get and delete advertisement v1","tests.advertisements","Mon Mar 23 19:32:53 UTC 2026","passed","Mon Mar 23 19:32:54 UTC 2026","TestPositiveAdvertisementsV1","test_positive_advertisements","",""
"","251","Test get statistic v1","tests.advertisements","Mon Mar 23 19:32:57 UTC 2026","passed","Mon Mar 23 19:32:57 UTC 2026","TestStatisticsV1","test_statistics","",""
"","205","Test create advertisement v1 with negative int fields","tests.advertisements","Mon Mar 23 19:32:50 UTC 2026","skipped","Mon Mar 23 19:32:51 UTC 2026","TestNegativeAdvertisementsV1","test_negative_advertisements","",""
"","409","Test idempotence get statistic v2","tests.advertisements","Mon Mar 23 19:32:57 UTC 2026","passed","Mon Mar 23 19:32:58 UTC 2026","TestStatisticsV2","test_statistics","",""
"","836","Test create advertisement v1 with incorrect fields","tests.advertisements","Mon Mar 23 19:32:47 UTC 2026","skipped","Mon Mar 23 19:32:48 UTC 2026","TestNegativeAdvertisementsV1","test_negative_advertisements","",""
"","773","Test create advertisement v1 with zero price","tests.advertisements","Mon Mar 23 19:32:50 UTC 2026","skipped","Mon Mar 23 19:32:51 UTC 2026","TestNegativeAdvertisementsV1","test_negative_advertisements","",""
"","621","Test create advertisement v1 with minimal positive int fields","tests.advertisements","Mon Mar 23 19:32:53 UTC 2026","passed","Mon Mar 23 19:32:53 UTC 2026","TestPositiveAdvertisementsV1","test_positive_advertisements","",""
"","796","Test create advertisement v1 with incorrect fields","tests.advertisements","Mon Mar 23 19:32:50 UTC 2026","skipped","Mon Mar 23 19:32:50 UTC 2026","TestNegativeAdvertisementsV1","test_negative_advertisements","",""
"","209","Test get non exist statistic v1","tests.advertisements","Mon Mar 23 19:32:55 UTC 2026","passed","Mon Mar 23 19:32:55 UTC 2026","TestStatisticsV1","test_statistics","",""
"","817","Test create advertisement v1 with empty fields","tests.advertisements","Mon Mar 23 19:32:44 UTC 2026","skipped","Mon Mar 23 19:32:45 UTC 2026","TestNegativeAdvertisementsV1","test_negative_advertisements","",""
"","213","Test create advertisement v1 with incorrect fields","tests.advertisements","Mon Mar 23 19:32:47 UTC 2026","skipped","Mon Mar 23 19:32:47 UTC 2026","TestNegativeAdvertisementsV1","test_negative_advertisements","",""
"","865","Test create advertisement v1 with incorrect fields","tests.advertisements","Mon Mar 23 19:32:47 UTC 2026","skipped","Mon Mar 23 19:32:48 UTC 2026","TestNegativeAdvertisementsV1","test_negative_advertisements","",""
"","313","Test create advertisement v1 with negative int fields","tests.advertisements","Mon Mar 23 19:32:51 UTC 2026","skipped","Mon Mar 23 19:32:51 UTC 2026","TestNegativeAdvertisementsV1","test_negative_advertisements","",""
"","840","Test create advertisement v1 with incorrect fields","tests.advertisements","Mon Mar 23 19:32:50 UTC 2026","skipped","Mon Mar 23 19:32:50 UTC 2026","TestNegativeAdvertisementsV1","test_negative_advertisements","",""
"","873","Test create advertisement v1 with null fields","tests.advertisements","Mon Mar 23 19:32:45 UTC 2026","passed","Mon Mar 23 19:32:46 UTC 2026","TestNegativeAdvertisementsV1","test_negative_advertisements","",""
"","207","Test create advertisement v1 with negative int fields","tests.advertisements","Mon Mar 23 19:32:50 UTC 2026","skipped","Mon Mar 23 19:32:50 UTC 2026","TestNegativeAdvertisementsV1","test_negative_advertisements","",""
"","233","Test get advertisements v1","tests.advertisements","Mon Mar 23 19:32:54 UTC 2026","passed","Mon Mar 23 19:32:55 UTC 2026","TestPositiveAdvertisementsV1","test_positive_advertisements","",""
"","419","Test idempotence get advertisement v1","tests.advertisements","Mon Mar 23 19:32:53 UTC 2026","passed","Mon Mar 23 19:32:53 UTC 2026","TestPositiveAdvertisementsV1","test_positive_advertisements","",""
"","819","Test get statistic v2","tests.advertisements","Mon Mar 23 19:32:57 UTC 2026","passed","Mon Mar 23 19:32:58 UTC 2026","TestStatisticsV2","test_statistics","",""
"","276","Test get advertisement v1","tests.advertisements","Mon Mar 23 19:32:53 UTC 2026","passed","Mon Mar 23 19:32:53 UTC 2026","TestPositiveAdvertisementsV1","test_positive_advertisements","",""
"","714","Test create advertisement v1 with minimal positive int fields","tests.advertisements","Mon Mar 23 19:32:52 UTC 2026","passed","Mon Mar 23 19:32:53 UTC 2026","TestPositiveAdvertisementsV1","test_positive_advertisements","",""
"","762","Test idempotence delete advertisement v2","tests.advertisements","Mon Mar 23 19:32:54 UTC 2026","passed","Mon Mar 23 19:32:55 UTC 2026","TestPositiveAdvertisementsV2","test_positive_advertisements","",""
"","818","Test create advertisement v1 with incorrect fields","tests.advertisements","Mon Mar 23 19:32:48 UTC 2026","skipped","Mon Mar 23 19:32:48 UTC 2026","TestNegativeAdvertisementsV1","test_negative_advertisements","",""
"","872","Test create advertisement v1 with incorrect fields","tests.advertisements","Mon Mar 23 19:32:45 UTC 2026","skipped","Mon Mar 23 19:32:46 UTC 2026","TestNegativeAdvertisementsV1","test_negative_advertisements","",""
"","341","Test create advertisement v1 with zero statistics fields","tests.advertisements","Mon Mar 23 19:32:51 UTC 2026","skipped","Mon Mar 23 19:32:51 UTC 2026","TestNegativeAdvertisementsV1","test_negative_advertisements","",""
"","763","Test create advertisement v1 with incorrect fields","tests.advertisements","Mon Mar 23 19:32:48 UTC 2026","skipped","Mon Mar 23 19:32:49 UTC 2026","TestNegativeAdvertisementsV1","test_negative_advertisements","",""
"","864","Test create advertisement v1 with null fields","tests.advertisements","Mon Mar 23 19:32:44 UTC 2026","passed","Mon Mar 23 19:32:45 UTC 2026","TestNegativeAdvertisementsV1","test_negative_advertisements","",""
"","296","Test create advertisement v1 with incorrect fields","tests.advertisements","Mon Mar 23 19:32:50 UTC 2026","skipped","Mon Mar 23 19:32:50 UTC 2026","TestNegativeAdvertisementsV1","test_negative_advertisements","",""
"","645","Test create advertisement v1 with minimal positive int fields","tests.advertisements","Mon Mar 23 19:32:51 UTC 2026","passed","Mon Mar 23 19:32:52 UTC 2026","TestPositiveAdvertisementsV1","test_positive_advertisements","",""
"","830","Test create advertisement v1 with empty fields","tests.advertisements","Mon Mar 23 19:32:46 UTC 2026","skipped","Mon Mar 23 19:32:47 UTC 2026","TestNegativeAdvertisementsV1","test_negative_advertisements","",""
"","272","Test create advertisement v1 with incorrect fields","tests.advertisements","Mon Mar 23 19:32:45 UTC 2026","skipped","Mon Mar 23 19:32:45 UTC 2026","TestNegativeAdvertisementsV1","test_negative_advertisements","",""
"","762","Test create advertisement v1 with incorrect fields","tests.advertisements","Mon Mar 23 19:32:48 UTC 2026","skipped","Mon Mar 23 19:32:49 UTC 2026","TestNegativeAdvertisementsV1","test_negative_advertisements","",""
"","845","Test create advertisement v1 with incorrect fields","tests.advertisements","Mon Mar 23 19:32:45 UTC 2026","skipped","Mon Mar 23 19:32:46 UTC 2026","TestNegativeAdvertisementsV1","test_negative_advertisements","",""
"","281","Test create advertisement v1 with incorrect fields","tests.advertisements","Mon Mar 23 19:32:50 UTC 2026","skipped","Mon Mar 23 19:32:50 UTC 2026","TestNegativeAdvertisementsV1","test_negative_advertisements","",""
"","207","Test create advertisement v1 with empty fields","tests.advertisements","Mon Mar 23 19:32:47 UTC 2026","skipped","Mon Mar 23 19:32:47 UTC 2026","TestNegativeAdvertisementsV1","test_negative_advertisements","",""
"","975","Test idempotence get statistic v1","tests.advertisements","Mon Mar 23 19:32:56 UTC 2026","passed","Mon Mar 23 19:32:57 UTC 2026","TestStatisticsV1","test_statistics","",""
"","776","Test create advertisement v1 with incorrect fields","tests.advertisements","Mon Mar 23 19:32:49 UTC 2026","skipped","Mon Mar 23 19:32:49 UTC 2026","TestNegativeAdvertisementsV1","test_negative_advertisements","",""
"","745","Test create advertisement v1 with incorrect fields","tests.advertisements","Mon Mar 23 19:32:47 UTC 2026","skipped","Mon Mar 23 19:32:48 UTC 2026","TestNegativeAdvertisementsV1","test_negative_advertisements","",""
"","825","Test create advertisement v1 with empty fields","tests.advertisements","Mon Mar 23 19:32:44 UTC 2026","skipped","Mon Mar 23 19:32:45 UTC 2026","TestNegativeAdvertisementsV1","test_negative_advertisements","",""
"","872","Test create advertisement v1 with null fields","tests.advertisements","Mon Mar 23 19:32:43 UTC 2026","passed","Mon Mar 23 19:32:44 UTC 2026","TestNegativeAdvertisementsV1","test_negative_advertisements","",""
"","200","Test create advertisement v1 with zero statistics fields","tests.advertisements","Mon Mar 23 19:32:50 UTC 2026","skipped","Mon Mar 23 19:32:50 UTC 2026","TestNegativeAdvertisementsV1","test_negative_advertisements","",""
"","874","Test create advertisement v1 with null fields","tests.advertisements","Mon Mar 23 19:32:43 UTC 2026","passed","Mon Mar 23 19:32:44 UTC 2026","TestNegativeAdvertisementsV1","test_negative_advertisements","",""
"","210","Test delete not exist advertisement v2","tests.advertisements","Mon Mar 23 19:32:52 UTC 2026","skipped","Mon Mar 23 19:32:52 UTC 2026","TestNegativeAdvertisementsV2","test_negative_advertisements","",""
"","795","Test create advertisement v1 with incorrect fields","tests.advertisements","Mon Mar 23 19:32:46 UTC 2026","skipped","Mon Mar 23 19:32:47 UTC 2026","TestNegativeAdvertisementsV1","test_negative_advertisements","",""
"","226","Test create advertisement v1 with incorrect fields","tests.advertisements","Mon Mar 23 19:32:49 UTC 2026","skipped","Mon Mar 23 19:32:49 UTC 2026","TestNegativeAdvertisementsV1","test_negative_advertisements","",""
"","212","Test create advertisement v1 with incorrect fields","tests.advertisements","Mon Mar 23 19:32:49 UTC 2026","skipped","Mon Mar 23 19:32:50 UTC 2026","TestNegativeAdvertisementsV1","test_negative_advertisements","",""
"","309","Test get statistic v2 with incorrect advertisement_id","tests.advertisements","Mon Mar 23 19:32:58 UTC 2026","skipped","Mon Mar 23 19:32:59 UTC 2026","TestStatisticsV2","test_statistics","",""
"","411","Test delete advertisement v2","tests.advertisements","Mon Mar 23 19:32:56 UTC 2026","passed","Mon Mar 23 19:32:57 UTC 2026","TestPositiveAdvertisementsV2","test_positive_advertisements","",""
"","201","Test create advertisement v1 with very long name","tests.advertisements","Mon Mar 23 19:32:50 UTC 2026","skipped","Mon Mar 23 19:32:51 UTC 2026","TestNegativeAdvertisementsV1","test_negative_advertisements","",""
"","517","Test get statistic v2 after delete advertisement","tests.advertisements","Mon Mar 23 19:32:57 UTC 2026","skipped","Mon Mar 23 19:32:58 UTC 2026","TestStatisticsV2","test_statistics","",""
"","1057","Test create, get all advertisements and delete advertisement v1","tests.advertisements","Mon Mar 23 19:32:54 UTC 2026","passed","Mon Mar 23 19:32:55 UTC 2026","TestPositiveAdvertisementsV1","test_positive_advertisements","",""
"","1009","Test get statistic v1 after delete advertisement","tests.advertisements","Mon Mar 23 19:32:56 UTC 2026","skipped","Mon Mar 23 19:32:57 UTC 2026","TestStatisticsV1","test_statistics","",""
"","860","Test create advertisement v1 with incorrect fields","tests.advertisements","Mon Mar 23 19:32:43 UTC 2026","skipped","Mon Mar 23 19:32:44 UTC 2026","TestNegativeAdvertisementsV1","test_negative_advertisements","",""
"","308","Test create advertisement v1 with null fields","tests.advertisements","Mon Mar 23 19:32:46 UTC 2026","passed","Mon Mar 23 19:32:46 UTC 2026","TestNegativeAdvertisementsV1","test_negative_advertisements","",""
"","249","Test create advertisement v1 with incorrect fields","tests.advertisements","Mon Mar 23 19:32:49 UTC 2026","skipped","Mon Mar 23 19:32:49 UTC 2026","TestNegativeAdvertisementsV1","test_negative_advertisements","",""
"","861","Test create advertisement v1 with null fields","tests.advertisements","Mon Mar 23 19:32:46 UTC 2026","passed","Mon Mar 23 19:32:47 UTC 2026","TestNegativeAdvertisementsV1","test_negative_advertisements","",""
"","227","Test create advertisement v1 with incorrect fields","tests.advertisements","Mon Mar 23 19:32:47 UTC 2026","skipped","Mon Mar 23 19:32:48 UTC 2026","TestNegativeAdvertisementsV1","test_negative_advertisements","",""
"","209","Test create advertisement v1 with incorrect fields","tests.advertisements","Mon Mar 23 19:32:46 UTC 2026","skipped","Mon Mar 23 19:32:46 UTC 2026","TestNegativeAdvertisementsV1","test_negative_advertisements","",""
